,BRND_CD,MKT_LN_CD,stagnate,return,first_buy,rebuy,sales_total
1437,KBI,051,2,0,16,2,11.0
1438,KBJ,025,0,0,2,0,0.1451612
1439,KBL,031,10,0,61,0,6.096772000000005
1440,KBL,049,2,0,68,0,14.333619999999993
1441,KBL,051,5,0,0,0,0.0
1442,KBN,003,10,0,29,13,14.298385000000005
1443,KBN,004,1038,17,2062,4465,2450.9027238000317
1444,KBN,025,3,0,8,17,38.322579100000006
1445,KBN,029,0,0,1,1,1.5967741
1446,KBN,031,1,0,2,5,5.8790319
1447,KBN,042,438,4,646,2423,2715.0038638000215
1448,KBN,051,107,3,183,1142,4581.5
1449,KBN,052,76,2,100,474,1069.25
1450,KBN,324,28,0,39,114,105.09071219999996
1451,KCM,006,22,1,49,150,193.4273974999998
1452,KCM,017,5,0,4,18,20.1290335
1453,KCM,031,0,0,1,3,4.7903221
1454,KCM,040,3,0,5,33,89.3225837
1455,KCM,324,10,0,22,38,126.16556959999997
1456,KCS,031,7,0,65,0,6.024190800000005
1457,KCS,049,9,0,95,0,18.66703999999999
1458,KCS,051,1,0,29,0,19.5
1459,KKN,025,4,0,7,8,6.3145141
1460,KKN,040,15,0,19,68,83.03226279999991
1461,KKN,051,19,1,20,186,673.5
1462,KKN,067,1,0,7,7,7.6209683
1463,KKN,268,10,1,21,28,11.96371509999999
1464,KKN,269,0,0,1,15,5.738405799999999
1465,KKN,270,0,0,3,2,1.3911298
1466,KKN,271,10,0,15,54,28.796382199999986
1467,KKN,449,19,1,21,154,103.30377850000009
1468,KKN,450,20,0,43,66,31.732146200000052
1469,KKN,451,12,2,31,43,19.178771100000002
1470,KKN,452,19,0,38,194,110.67893629999983
1471,KLS,004,84,0,240,359,177.31444500000015
1472,KLS,025,19,0,40,56,47.32257119999999
1473,KLS,049,0,0,1,0,0.16667
1474,KLS,051,84,1,203,628,2103.5
1475,KLS,067,1,0,6,5,3.9737912
1476,KLT,004,464,5,875,2165,1314.6166744000138
1477,KLT,042,67,1,98,459,967.4621680000012
1478,LAV,049,0,0,0,3,2.66672
1479,LES,031,1,0,7,0,0.6532256
1480,LFB,030,29,1,78,60,27.774185400000043
1481,LFB,171,1,0,0,0,0.0
1482,LFF,030,132,5,338,385,152.7580167999995
1483,LFF,171,16,0,33,110,194.15711930000003
1484,LHC,127,1,0,1,0,0.0725806
1485,LHP,127,1,0,1,0,0.0725806
1486,LKY,056,0,0,2,8,4.082661
1487,LLS,025,1,0,1,7,4.790321599999999
1488,LPF,031,3,0,14,4,3.0483858999999995
1489,LPF,049,0,0,13,5,5.3334399999999995
1490,LSL,003,235,10,403,725,696.882937400002
1491,LSL,004,686,31,1146,2100,1032.2929816000103
1492,LSL,025,32,3,36,43,39.55644470000002
1493,LSL,029,3,2,12,3,4.7903221
1494,LSL,049,157,12,222,637,963.0192599999955
1495,LSL,051,108,13,132,477,2341.5
1496,LSL,095,97,28,128,368,642.7742189000023
1497,LSL,324,2,0,52,3,5.8593721
1498,LTP,031,1,0,14,5,2.9758052000000004
1499,LTP,049,0,0,13,7,7.6668199999999995
1500,MAB,003,174,5,435,587,278.7912280999995
1501,MAB,004,574,37,1229,1731,666.7013012000023
1502,MAB,049,347,23,587,2932,3829.076580000082
1503,MAB,051,229,12,342,2035,7256.0
1504,MCD,004,1,0,0,0,0.0
1505,MCL,003,287,21,780,1312,879.9070318000072
1506,MCL,004,583,42,1176,2343,1367.0862850000333
1507,MCL,025,11,0,9,30,39.99193239999998
1508,MCL,048,75,2,205,386,199.3427873999998
1509,MCL,051,8,0,7,59,261.0
1510,MCL,052,0,0,1,1,1.75
1511,MCL,056,11,0,28,64,60.96773790000001
1512,MCL,067,12,4,30,60,48.39315260000001
1513,MCL,073,2,0,0,0,0.0
1514,MCL,101,1,0,0,0,0.0
1515,MGD,003,27,2,70,106,74.64917709999999
1516,MGD,025,8,1,15,31,22.0131013
1517,MGD,029,5,1,6,30,31.499997099999998
1518,MGD,101,15,5,20,102,75.15724599999997
1519,MGL,003,132,17,187,1512,3100.6752512000076
1520,MGL,004,329,28,403,2444,2404.496630600054
1521,MGL,025,107,24,98,650,816.2116298000019
1522,MGL,029,55,40,73,310,1076.3860673999998
1523,MGL,031,1,0,0,0,0.0
1524,MGL,040,22,10,42,173,280.8306587999997
1525,MGL,048,10,4,34,246,525.7197624999999
1526,MGL,051,127,11,160,2331,16280.0
1527,MGL,052,25,3,81,72,128.25
1528,MGL,056,4,0,12,30,91.90524090000001
1529,MGL,065,7,5,19,62,211.83871259999995
1530,MGL,067,24,12,33,276,524.9848768999998
1531,MGL,101,101,11,113,1903,6972.275053099977
1532,MGL,374,42,15,47,212,344.5080813999999
1533,MGY,051,2,1,3,0,1.0
1534,MIC,003,121,7,321,523,353.99990859999957
1535,MIC,004,154,18,279,483,343.4515318
1536,MIC,056,1,0,1,14,17.147177100000004
1537,MMC,324,23,1,118,70,54.81349390000004
1538,MNH,004,1,0,1,0,0.0725806
1539,MNT,003,21,1,84,62,33.74998999999996
1540,MNT,004,6,0,1,0,0.0725806
1541,MNT,025,2,1,10,7,8.0564509
1542,MNT,051,35,8,71,112,388.5
1543,MNT,066,6,0,5,10,11.830643799999999
1544,MNT,370,2,0,0,3,2.0322578
1545,MOT,004,38,0,49,5,11.612900600000005
1546,MOT,049,51,2,114,10,53.50107000000012
1547,MOT,051,91,4,134,44,312.0
1548,MPG,003,405,39,1403,1495,1079.3223034000214
1549,MPG,004,866,105,2722,3118,2003.4973855000883
1550,MPG,025,3,0,0,0,0.0
1551,MRF,127,0,0,3,0,0.21774179999999999
1552,MUA,003,40,5,72,163,80.27416889999994
1553,MUA,004,46,7,98,137,79.40320249999982
1554,MUC,003,45,4,127,191,111.62900139999968
1555,MUC,004,499,34,883,2028,1165.2183749000171
1556,MUC,025,62,8,111,178,106.80239179999977
1557,MUC,067,0,0,5,4,2.7217746
1558,MUC,324,2,0,3,3,1.3230841
1559,MUL,003,2082,44,5115,21733,38152.32463709871
1560,MUL,004,5469,108,8166,67683,103220.43346299084
1561,MUL,019,16,0,39,108,291.95564660000014
1562,MUL,020,12,1,18,71,138.38709569999995
1563,MUL,025,515,51,993,2647,4221.743645599993
1564,MUL,029,445,51,1100,2565,5653.623708799922
1565,MUL,031,26,2,36,91,118.52417979999994
1566,MUL,048,465,12,1243,4861,10490.698026200243
1567,MUL,049,807,34,1641,7320,14475.789510000053
1568,MUL,051,834,57,2033,15998,106358.0
1569,MUL,056,156,15,277,865,1848.7196779999863
1570,MUL,067,133,23,534,794,1273.1371559999889
1571,MUL,073,213,2,502,2439,4822.859913899947
1572,MUL,095,113,25,195,736,2138.947656100004
1573,MUL,101,1479,19,3432,18511,41407.45525519913
1574,MUL,112,81,1,122,497,1611.0000531000057
1575,MUL,123,34,10,72,220,452.09679500000067
1576,MUL,275,4,0,11,12,16.016129799999998
1577,MUL,304,8,1,56,72,97.69355269999991
1578,MUL,320,26,1,86,103,281.46773269999983
1579,MUL,324,73,3,172,380,671.0164948000023
1580,MUL,326,10,0,23,23,25.422122399999992
1581,MUL,328,306,33,523,1495,2810.229962300009
1582,MUL,374,232,32,777,1421,3199.9154522999943
1583,MUL,402,187,14,305,780,2087.818627000008
1584,MUL,463,27,4,62,180,871.7419551000006
1585,MWP,003,2,0,25,0,2.032257
1586,MWP,004,3,0,32,0,2.3225792000000007
1587,NDU,004,4,0,26,9,8.4946946
1588,NDU,005,4,0,13,6,3.5576071999999987
1589,NIS,049,11,1,29,18,17.333679999999994
1590,NIS,051,19,3,48,48,118.5
1591,NIS,445,16,3,30,24,9.130647700000003
1592,NPB,275,3,0,1,0,0.1451613
1593,NPG,275,1,0,3,5,0.6774194
1594,NPI,004,4,0,42,21,30.348566499999997
1595,NPI,005,4,0,4,0,0.7260422999999999
1596,NPP,275,1,0,5,1,0.48387100000000005
1597,NPS,049,8,1,13,1,2.6667200000000006
1598,NPS,051,9,1,31,4,25.5
1599,NPS,095,1,0,0,0,0.0
1600,NPS,410,6,1,7,0,1.0112904999999999
1601,NPS,445,3,0,3,3,1.4806456
1602,NRB,324,12,3,36,38,25.705636600000002
1603,NRP,324,12,2,22,36,21.830890699999998
1604,NRT,324,3,0,15,15,9.5451078
1605,NRW,324,12,2,29,47,30.61995150000002
1606,NTD,040,9,0,17,47,185.5161315999999
1607,NTD,095,3,0,2,16,15.0967752
1608,NTD,285,19,1,58,92,206.21974820000028
1609,NTD,324,34,4,75,435,1915.6564323999987
1610,NTD,326,4,0,4,15,19.0902177
1611,NTI,003,1,0,0,0,0.0
1612,NTI,004,1,0,0,0,0.0
1613,NTI,006,17,2,36,112,202.98385739999986
1614,NTI,017,9,0,12,13,17.419355899999996
1615,NTI,025,3,1,3,12,22.0645148
1616,NTI,029,9,1,13,32,90.43548089999999
1617,NTI,031,11,0,13,48,109.2338633
1618,NTI,040,33,2,45,184,352.37904910000054
1619,NTI,056,31,4,66,235,690.1511915999985
1620,NTI,067,12,1,25,75,226.39717940000003
1621,NTI,093,0,1,0,0,-0.0226815
1622,NTI,095,13,3,31,159,398.2258213000005
1623,NTI,163,16,1,27,86,559.5967699
1624,NTI,285,85,8,126,572,1543.0644561999932
1625,NTI,324,79,5,115,514,2475.3968398
1626,OAM,004,934,18,2438,2146,722.9935538000071
1627,OAM,025,30,5,86,54,22.42740849999998
1628,ONA,004,4865,111,14355,11153,4462.3708201010695
1629,ONA,025,128,14,352,292,146.7943013999999
1630,ONA,031,23,5,55,39,21.91934949999999
1631,P18,049,1,0,4,0,0.66668
1632,P18,274,0,0,1,1,0.15332669999999998
1633,PAP,003,0,0,2,1,0.2903224
1634,PAP,004,1,0,12,9,2.903224500000001
1635,PAP,049,2,0,16,20,24.50049
1636,PAP,051,0,0,3,0,1.5
1637,PAW,049,0,0,1,0,0.83335
1638,PB1,051,1,0,0,0,0.0
1639,PB4,051,1,0,0,0,0.0
1640,PBX,051,1,0,0,0,0.0
1641,PFD,171,5,0,12,32,46.0451668
1642,PFD,337,1,0,0,0,0.0
1643,PGF,003,16,0,60,37,18.223658500000017
1644,PGF,004,170,2,263,331,119.4339297000004
1645,PGF,137,61,5,146,565,1672.5678648999944
1646,PGF,337,45,1,74,131,62.5232075999999
1647,PLA,051,3,0,0,4,13.0
1648,PPE,031,27,2,79,55,28.95966529999996
1649,PPS,031,5,0,3,0,0.4354838
1650,PRL,003,10,0,39,47,73.2338659
1651,PRL,004,5,3,16,10,5.5887085
1652,PRL,046,2,0,1,1,14.7701616
1653,PRL,101,2,0,5,6,83.90322629999999
1654,PRL,335,0,0,0,1,16.968145
1655,PRS,003,98,0,183,337,480.99190359999994
1656,PRS,004,98,2,256,355,259.1128559000005
1657,PRS,046,5,0,16,15,32.53427619999999
1658,PRS,051,13,1,13,59,176.5
1659,PRS,101,26,0,54,122,169.47579460000014
1660,PRS,335,5,0,11,15,41.50040209999999
1661,PSE,004,60,1,163,114,43.41731780000017
1662,PSE,171,32,2,63,152,370.66358080000066
1663,PSL,003,6,0,22,18,8.167974499999998
1664,PSL,004,71,3,216,216,96.63621100000026
1665,PSL,137,62,9,114,280,1280.8258698000002
1666,PSO,004,126,2,201,90,72.53161540000019
1667,PSO,005,1,0,0,0,0.0
1668,PSO,137,473,17,271,396,1983.406558499982
1669,RAZ,051,0,1,0,0,-0.5
1670,RBG,004,337,35,1285,823,411.2599072999945
1671,RCK,003,534,13,1142,2677,2014.3059969000512
1672,RCK,004,1005,45,1834,4461,2639.264362100129
1673,RCK,023,45,1,79,230,195.09675430000001
1674,RCK,025,54,3,80,215,293.6612649
1675,RCK,029,12,0,28,59,97.69354059999992
1676,RCK,040,139,11,223,731,1065.2178017000078
1677,RCK,048,66,5,134,378,518.7157483000004
1678,RCK,051,138,15,239,1091,5478.5
1679,RCK,056,59,6,119,386,417.9737659999993
1680,RCK,067,46,6,75,274,401.02623220000015
1681,RCK,095,65,1,114,508,660.2903599000033
1682,RCK,101,84,2,98,407,368.56445899999966
1683,RCK,123,7,0,13,24,32.8064537
1684,RCK,163,42,2,53,481,590.7337991000002
1685,RCK,324,45,1,61,193,239.2892797
1686,RED,274,0,0,2,0,0.2555444
1687,RES,031,0,0,8,0,1.0161288
1688,ROC,095,3,0,12,3,2.2258066000000003
1689,RUB,003,0,1,4,0,0.28427399999999997
1690,RUB,004,3,2,16,0,1.0161284
1691,RUB,049,1,1,2,1,0.33334
1692,RUB,285,1,0,4,2,1.0887095999999998
1693,RUB,324,0,0,2,0,0.189012
1694,SAW,003,1,0,0,0,0.0
1695,SAW,004,1,0,0,0,0.0
1696,SAZ,031,0,0,1,0,0.0725806
1697,SBT,049,0,1,0,0,-0.16667
1698,SCR,031,1,0,1,0,0.0725806
1699,SCR,095,0,0,3,0,0.3870968
1700,SGF,031,4,0,16,0,1.4516123
1701,SGF,095,3,0,8,0,1.8387097000000003
1702,SIP,004,2,0,0,0,0.0725806
1703,SIS,004,1,0,0,0,0.0
1704,SLE,030,35,4,55,105,51.21288970000006
1705,SLE,137,17,0,8,97,202.25808589999977
1706,SLE,155,11,0,5,8,2.8451603999999997
1707,SLM,025,2,0,5,4,1.669354
1708,SLM,095,14,0,26,17,10.354839399999996
1709,SLM,304,20,0,42,35,15.725807499999982
1710,SLM,324,32,2,66,73,43.756284400000055
1711,SMD,049,2,0,9,0,3.66674
1712,SMD,051,1,0,2,0,1.0
1713,SMN,004,2,0,0,0,0.0
1714,SOP,127,1,0,2,0,0.21774179999999999
1715,SOR,003,3,0,9,3,2.0322572
1716,SOR,004,44,2,112,31,21.41128099999997
1717,SOR,049,26,2,57,36,36.33406000000001
1718,SPA,004,880,18,2082,2301,800.0560446000165
1719,SPG,003,38,6,118,106,80.05643199999992
1720,SPG,004,113,10,258,206,102.19350769999939
1721,SPW,049,1,0,0,0,0.0
1722,SRD,049,0,0,3,0,0.5000100000000001
1723,SSC,031,0,1,2,0,0.0725806
1724,SSF,025,236,20,838,442,352.7811607999989
1725,SSF,029,0,0,2,0,0.2903225
1726,SSG,004,1,0,1,0,0.0725806
1727,SSG,031,1,0,1,1,0.5080643
1728,SSG,095,0,1,1,0,0.19354839999999998
1729,SSL,095,1,0,1,0,0.0967742
1730,SSO,004,1,0,0,0,0.0
1731,SSO,031,0,0,2,0,0.3629032
1732,SSS,025,4,0,100,2,17.419350199999993
1733,SSS,029,29,2,101,30,33.45966999999998
1734,SSV,025,0,0,2,0,0.2177419
1735,ST3,003,6,1,4,3,2.0897173
1736,ST5,003,4,0,33,7,5.661288000000002
1737,ST6,072,1,0,0,0,0.0
1738,STA,030,4482,76,8781,27183,17299.90445610058
1739,STA,049,926,37,1952,7188,9284.852359999872
1740,STA,137,1615,83,1979,22906,79677.33467500552
1741,STA,141,0,0,1,0,0.090121
1742,STA,148,4,0,7,1,1.2823339999999999
1743,STA,155,1281,36,3815,5688,4059.223196600021
1744,STA,156,196,32,599,612,685.0741340999961
1745,STA,161,69,5,235,98,128.62498750000006
1746,STA,168,639,14,1729,3802,4185.0795368000045
1747,STA,175,264,8,1331,450,286.8025460999968
1748,STA,236,59,1,196,258,162.56932919999926
1749,STA,295,4,0,0,0,0.0
1750,STA,323,5,0,43,2,2.716228199999999
1751,STA,351,1,0,1,0,0.0766935
1752,STA,361,144,12,118,761,699.1384375999952
1753,STA,365,1,1,1,0,0.0
1754,STA,394,103,8,210,528,858.8528424999985
1755,STA,440,70,6,143,127,143.99998930000007
1756,STA,459,0,0,2,0,0.4645161
1757,STA,460,59,1,238,32,20.93226060000004
1758,STF,003,110,3,260,368,152.34671109999968
1759,STF,004,641,34,1548,2658,1086.864445500025
1760,STF,049,147,15,314,680,659.6798599999994
1761,STF,051,83,11,153,351,846.0
1762,STF,095,29,7,62,96,75.33871369999989
1763,STF,109,2,0,0,0,0.0
1764,STF,126,0,0,1,0,0.0725806
1765,STL,003,0,2,7,2,0.834677
1766,STL,004,30,24,12,10,5.0020155
1767,STL,049,17,12,25,9,14.000279999999995
1768,STL,051,11,5,21,3,24.5
1769,STL,093,1,1,1,0,0.0453629
1770,STL,095,7,2,7,2,1.5000001000000003
1771,STL,285,1,2,5,1,2.7217741999999996
1772,STL,324,0,1,4,1,5.5758565
1773,SUN,049,0,0,1,0,0.16667
1774,SUR,049,0,0,1,0,0.16667
1775,SWA,003,146,11,401,359,175.26404790000007
1776,SWA,004,900,48,2119,2342,997.8292211000238
1777,SWA,025,1,0,0,0,0.0
1778,SWA,049,947,61,1332,6162,7367.647349999883
1779,SWA,051,835,48,931,5888,18982.0
1780,SWA,093,38,2,15,12,9.707660700000002
1781,SWA,095,99,12,164,288,334.16937130000105
1782,SWA,101,17,0,46,39,36.58063839999996
1783,SWA,285,13,4,152,87,93.13003480000015
1784,SWA,324,11,2,25,25,39.4090186
1785,SWS,005,1,0,1,0,0.0725806
1786,T16,046,1,0,2,1,0.2661291
1787,TA1,364,1,0,0,0,0.0
1788,TAC,003,9,1,21,11,6.677417000000001
1789,TAC,004,64,2,125,215,105.09674159999973
1790,TAC,049,54,0,117,301,335.17337000000157
1791,TAC,051,68,3,163,495,1456.0
1792,TAN,051,1,0,6,0,3.5
1793,TAP,004,2,0,2,0,0.2903225
1794,TAP,005,2,0,0,2,0.362903
1795,TAP,031,18,2,23,25,12.411287300000005
1796,TAP,046,8,0,8,11,4.590727600000003
1797,TAP,049,4,1,5,1,2.33338
1798,TAP,051,1,0,20,4,17.5
1799,TB4,031,1,0,14,0,1.088709
1800,TB4,049,0,0,10,3,4.50009
1801,TB4,051,3,0,30,8,55.5
1802,TB5,049,2,0,17,5,6.166789999999999
1803,TB5,051,4,0,32,9,39.0
1804,TB6,049,0,0,7,0,1.1666900000000002
